# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.655754566192626953e-01 2.159598097205162048e-02 8.177311420440673828e-01 4.980102479457855225e-01 2.159598097205162048e-02 8.177311420440673828e-01 1.061795411958555757e+00 1.029063389004797990e+00
1.000000000000000000e+03 1.978674381971359253e-01 7.447696477174758911e-02 5.634729862213134766e-01 1.595357209444046021e-01 7.447696477174758911e-02 5.634729862213134766e-01 8.597794535296745533e-01 4.908906602559178545e+00
2.000000000000000000e+03 1.090115495026111603e-02 1.017308142036199570e-02 7.218053936958312988e-02 1.550484914332628250e-02 1.017308142036199570e-02 7.218053936958312988e-02 3.057334311265438309e-01 8.007938746498499683e-01
3.000000000000000000e+03 1.485665678046643734e-03 1.971134915947914124e-04 7.391728460788726807e-03 3.657311899587512016e-03 1.971134915947914124e-04 7.391728460788726807e-03 9.981068647016894113e-02 6.727174211652723335e-01
4.000000000000000000e+03 5.845116102136671543e-04 2.323609805898740888e-05 1.591070904396474361e-03 1.036219880916178226e-03 2.323609805898740888e-05 1.591070904396474361e-03 4.761623922344736942e-02 4.130817074546649370e-01
5.000000000000000000e+03 2.771025174297392368e-04 1.260702788385970052e-06 2.637379511725157499e-04 4.753604007419198751e-04 1.260702788385970052e-06 2.637379511725157499e-04 2.269838384771328058e-02 3.039833168729195734e-01
6.000000000000000000e+03 1.514498144388198853e-04 8.563350917256684625e-08 1.372696133330464363e-04 2.757750626187771559e-04 8.563350917256684625e-08 1.372696133330464363e-04 1.776597557521585394e-02 2.719290026804403460e-01
7.000000000000000000e+03 8.295383304357528687e-05 2.783446539922351803e-08 1.156156649813055992e-04 1.898850896395742893e-04 2.783446539922351803e-08 1.156156649813055992e-04 1.611519078792166340e-02 2.477250151645827014e-01
8.000000000000000000e+03 5.262250851956196129e-05 5.663751835527364165e-06 9.730323654366657138e-05 1.576048816787078977e-04 5.663751835527364165e-06 9.730323654366657138e-05 1.457538840233982801e-02 2.198887972148125813e-01
9.000000000000000000e+03 3.544674473232589662e-05 4.936204689443002280e-08 6.551495607709512115e-05 1.237551041413098574e-04 4.936204689443002280e-08 6.551495607709512115e-05 1.203131549465386377e-02 1.830100489964949229e-01
1.000000000000000000e+04 2.308786679350305349e-05 5.749539866428676760e-08 3.681621456053107977e-05 7.841888873372226954e-05 5.749539866428676760e-08 3.681621456053107977e-05 9.246725856404600791e-03 1.394639381497907449e-01
1.100000000000000000e+04 1.441796666767913848e-05 5.311236250804540759e-08 1.626571429369505495e-05 4.351971801952458918e-05 5.311236250804540759e-08 1.626571429369505495e-05 6.525838732698922319e-03 9.672566623480825798e-02
1.200000000000000000e+04 9.060107913683168590e-06 4.023506505745899631e-08 5.980106379865901545e-06 2.664369640115182847e-05 4.023506505745899631e-08 5.980106379865901545e-06 4.411622338941593134e-03 6.318307793803164263e-02
1.300000000000000000e+04 5.916597274335799739e-06 1.085110596932281624e-07 2.356255890845204704e-06 1.919899477798026055e-05 1.085110596932281624e-07 2.356255890845204704e-06 3.113776929134509305e-03 4.368293418015618823e-02
1.400000000000000000e+04 3.882170858560130000e-06 4.684972410018417577e-10 1.098406869459722657e-06 1.450184390705544502e-05 4.684972410018417577e-10 1.098406869459722657e-06 2.342936377549394416e-03 3.475725310139058527e-02
1.500000000000000000e+04 2.539800334488973022e-06 1.608178834544560232e-08 6.145166366877674591e-07 1.136135597334941849e-05 1.608178834544560232e-08 6.145166366877674591e-07 1.886917017763267094e-03 3.082595050517003901e-02
1.600000000000000000e+04 1.702557483440614305e-06 9.181736260188699816e-09 3.703632387441757601e-07 9.733274964673910290e-06 9.181736260188699816e-09 3.703632387441757601e-07 1.619112364548694859e-03 2.900746956701570969e-02
1.700000000000000000e+04 1.180413732981833164e-06 3.505375048007408623e-07 4.639442749976296909e-07 9.560263606545049697e-06 3.505375048007408623e-07 4.639442749976296909e-07 1.630338292464190075e-03 2.819812647127136959e-02
1.800000000000000000e+04 9.048147262546990532e-07 1.199552013275706486e-09 1.547957566572222277e-07 9.752387086336966604e-06 1.199552013275706486e-09 1.547957566572222277e-07 1.355013864047473291e-03 2.796949639238985319e-02
1.900000000000000000e+04 7.366531917796237394e-07 1.830448859152511432e-08 1.060495762317259505e-07 1.048993362928740680e-05 1.830448859152511432e-08 1.060495762317259505e-07 1.269156239705330905e-03 2.802389462468060644e-02
2.000000000000000000e+04 6.313778158073546365e-07 1.808253102808521362e-07 1.359288717139861546e-07 1.140707536251284182e-05 1.808253102808521362e-07 1.359288717139861546e-07 1.216405730038568490e-03 2.823827953479967484e-02
2.100000000000000000e+04 5.555232291953871027e-07 3.419344238864141516e-07 2.172849349335592706e-07 1.224844800162827596e-05 3.419344238864141516e-07 2.172849349335592706e-07 1.473875106069783307e-03 2.856372689253886682e-02
2.200000000000000000e+04 5.388407657846983057e-07 4.632830723494407721e-07 2.172740920514115714e-07 1.310142397414892912e-05 4.632830723494407721e-07 2.172740920514115714e-07 1.157994114501137818e-03 2.891161681569337505e-02
2.300000000000000000e+04 4.452718087577522965e-07 2.054952830121692386e-08 3.184018027013735264e-08 1.374328803649405017e-05 2.054952830121692386e-08 3.184018027013735264e-08 1.281782350461590277e-03 2.929597185061987019e-02
2.400000000000000000e+04 4.082777138592064148e-07 1.790206871632449293e-10 1.909094038410330541e-08 1.436317415937082842e-05 1.790206871632449293e-10 1.909094038410330541e-08 1.288338857195491221e-03 2.968364423189544243e-02
2.500000000000000000e+04 3.805868118433863856e-07 7.602456997268802752e-10 1.507503810671551037e-08 1.489302667323499918e-05 7.602456997268802752e-10 1.507503810671551037e-08 1.312006985236873532e-03 3.007877904955204643e-02
